,contrast,sign,task,x,y,z
4232,reading-checkerboard,pos,archi_standard,52.5,-33.0,-6.0
4233,reading-checkerboard,pos,archi_standard,34.5,-61.5,-28.5
4234,reading-checkerboard,pos,archi_standard,42.0,-69.0,-31.5
4235,reading-checkerboard,pos,archi_standard,43.5,-66.0,-31.5
4236,reading-checkerboard,pos,archi_standard,16.5,-75.0,-45.0
4237,reading-checkerboard,pos,archi_standard,-3.0,-3.0,69.0
4238,reading-checkerboard,pos,archi_standard,-1.5,-4.26325641456e-14,60.0
4239,reading-checkerboard,pos,archi_standard,-9.0,-3.0,66.0
4240,reading-checkerboard,pos,archi_standard,9.0,-3.0,75.0
4241,reading-checkerboard,pos,archi_standard,52.5,-13.5,46.5
4242,reading-checkerboard,pos,archi_standard,42.0,-28.5,57.0
4243,reading-checkerboard,pos,archi_standard,52.5,6.0,48.0
4244,reading-checkerboard,pos,archi_standard,43.5,6.0,48.0
4245,reading-checkerboard,pos,archi_standard,-22.5,-15.0,-12.0
4246,reading-checkerboard,pos,archi_standard,-30.0,-21.0,-10.5
4247,reading-checkerboard,pos,archi_standard,-31.5,-13.5,-15.0
4248,reading-checkerboard,pos,archi_standard,-22.5,-21.0,-13.5
4249,reading-checkerboard,pos,archi_standard,-40.5,-33.0,-18.0
4250,reading-checkerboard,pos,archi_standard,-43.5,-24.0,-25.5
4251,reading-checkerboard,pos,archi_standard,-39.0,-45.0,-30.0
4252,reading-checkerboard,pos,archi_standard,-42.0,-42.0,-19.5
4253,reading-checkerboard,pos,archi_standard,-43.5,4.5,-48.0
4254,reading-checkerboard,pos,archi_standard,-42.0,-4.5,-45.0
4255,reading-checkerboard,pos,archi_standard,-36.0,-7.5,-48.0
4256,reading-checkerboard,pos,archi_standard,-49.5,7.5,-39.0
4257,reading-checkerboard,pos,archi_standard,31.5,-24.0,-7.5
4258,reading-checkerboard,pos,archi_standard,25.5,-19.5,-10.5
4259,reading-checkerboard,pos,archi_standard,28.5,-21.0,-16.5
4260,reading-checkerboard,pos,archi_standard,21.0,-25.5,-13.5
4261,reading-checkerboard,pos,archi_standard,-27.0,-64.5,45.0
4262,reading-checkerboard,pos,archi_standard,-28.5,-55.5,48.0
4263,reading-checkerboard,pos,archi_standard,40.5,22.5,25.5
4264,reading-checkerboard,pos,archi_standard,37.5,34.5,21.0
4265,reading-checkerboard,pos,archi_standard,43.5,31.5,22.5
4266,reading-checkerboard,pos,archi_standard,42.0,36.0,34.5
4267,reading-checkerboard,pos,archi_standard,3.0,-61.5,-9.0
4268,reading-checkerboard,pos,archi_standard,1.5,-66.0,-9.0
4269,reading-checkerboard,pos,archi_standard,1.5,-66.0,-3.0
4270,reading-checkerboard,pos,archi_standard,-1.5,-70.5,-6.0
4271,reading-checkerboard,pos,archi_standard,3.0,-46.5,-4.5
4272,reading-checkerboard,pos,archi_standard,3.0,-51.0,1.42108547152e-14
4273,reading-checkerboard,pos,archi_standard,-6.0,-46.5,-3.0
4274,reading-checkerboard,pos,archi_standard,-3.0,-57.0,-3.0
4275,reading-checkerboard,pos,archi_standard,39.0,51.0,22.5
4276,reading-checkerboard,pos,archi_standard,30.0,39.0,25.5
4277,reading-checkerboard,pos,archi_standard,33.0,43.5,27.0
4278,reading-checkerboard,pos,archi_standard,-27.0,12.0,-39.0
4279,reading-checkerboard,pos,archi_standard,-30.0,7.5,-39.0
4280,reading-checkerboard,pos,archi_standard,-31.5,-2.84217094304e-14,-42.0
4281,reading-checkerboard,pos,archi_standard,66.0,-4.5,15.0
4282,reading-checkerboard,pos,archi_standard,60.0,1.5,10.5
4283,reading-checkerboard,pos,archi_standard,39.0,-24.0,13.5
4284,reading-checkerboard,pos,archi_standard,33.0,-30.0,16.5
4285,reading-checkerboard,pos,archi_standard,-28.5,19.5,-24.0
4286,reading-checkerboard,pos,archi_standard,-31.5,19.5,-27.0
4287,reading-checkerboard,pos,archi_standard,-30.0,16.5,-27.0
4288,reading-checkerboard,pos,archi_standard,-30.0,22.5,-30.0
4289,reading-checkerboard,pos,archi_standard,22.5,-27.0,75.0
4290,reading-checkerboard,pos,archi_standard,15.0,-37.5,79.5
4291,reading-checkerboard,pos,archi_standard,19.5,-33.0,78.0
4292,reading-checkerboard,pos,archi_standard,21.0,-39.0,72.0
4293,reading-checkerboard,pos,archi_standard,0.0,-15.0,13.5
4294,reading-checkerboard,pos,archi_standard,1.5,-12.0,15.0
4295,reading-checkerboard,pos,archi_standard,0.0,-6.0,18.0
4296,reading-checkerboard,pos,archi_standard,-4.5,-3.0,9.0
4297,reading-checkerboard,pos,archi_standard,-27.0,-63.0,-31.5
4298,reading-checkerboard,pos,archi_standard,-27.0,-69.0,-30.0
4299,reading-checkerboard,pos,archi_standard,40.5,1.5,-9.0
4300,reading-checkerboard,pos,archi_standard,37.5,-1.5,-13.5
4301,reading-checkerboard,pos,archi_standard,36.0,4.5,-12.0
4302,reading-checkerboard,pos,archi_standard,36.0,-1.5,-4.5
4303,reading-checkerboard,pos,archi_standard,-9.0,-66.0,-21.0
4304,reading-checkerboard,pos,archi_standard,-15.0,-69.0,-25.5
4305,reading-checkerboard,pos,archi_standard,-30.0,-40.5,60.0
4306,reading-checkerboard,pos,archi_standard,-28.5,-34.5,66.0
4307,reading-checkerboard,pos,archi_standard,-33.0,-39.0,64.5
4308,reading-checkerboard,pos,archi_standard,10.5,-36.0,-25.5
4309,reading-checkerboard,pos,archi_standard,10.5,-40.5,-28.5
4310,reading-checkerboard,pos,archi_standard,-22.5,6.0,-19.5
4311,reading-checkerboard,pos,archi_standard,-25.5,6.0,-27.0
4312,reading-checkerboard,pos,archi_standard,34.5,-72.0,45.0
4313,reading-checkerboard,pos,archi_standard,34.5,-66.0,42.0
4314,reading-checkerboard,pos,archi_standard,-34.5,-76.5,49.5
4315,reading-checkerboard,pos,archi_standard,33.0,-63.0,30.0
4316,reading-checkerboard,pos,archi_standard,36.0,-69.0,31.5
4317,reading-checkerboard,pos,archi_standard,31.5,-72.0,31.5
4318,reading-checkerboard,pos,archi_standard,-46.5,-31.5,18.0
4319,reading-checkerboard,pos,archi_standard,61.5,-42.0,28.5
4320,reading-checkerboard,pos,archi_standard,48.0,-79.5,-16.5
4321,reading-checkerboard,pos,archi_standard,45.0,-82.5,-16.5
4322,reading-checkerboard,pos,archi_standard,-13.5,-13.5,-19.5
4323,reading-checkerboard,pos,archi_standard,-16.5,-6.0,-16.5
4324,reading-checkerboard,pos,archi_standard,-7.5,13.5,40.5
4325,reading-checkerboard,pos,archi_standard,-6.0,21.0,36.0
4326,reading-checkerboard,pos,archi_standard,-10.5,9.0,37.5
4327,reading-checkerboard,pos,archi_standard,-15.0,-40.5,78.0
4328,reading-checkerboard,pos,archi_standard,4.5,-33.0,-7.5
4329,reading-checkerboard,pos,archi_standard,45.0,-21.0,22.5
4330,reading-checkerboard,pos,archi_standard,45.0,-24.0,24.0
4331,reading-checkerboard,pos,archi_standard,42.0,-25.5,24.0
4332,reading-checkerboard,pos,archi_standard,40.5,-13.5,22.5
4333,reading-checkerboard,pos,archi_standard,-34.5,9.0,58.5
4334,reading-checkerboard,pos,archi_standard,-28.5,10.5,63.0
4335,reading-checkerboard,pos,archi_standard,15.0,-9.0,24.0
4336,reading-checkerboard,pos,archi_standard,28.5,43.5,34.5
4337,reading-checkerboard,pos,archi_standard,27.0,37.5,33.0
4338,reading-checkerboard,pos,archi_standard,-43.5,-13.5,12.0
4339,reading-checkerboard,pos,archi_standard,-37.5,-13.5,13.5
4340,reading-checkerboard,pos,archi_standard,45.0,12.0,-1.5
4341,reading-checkerboard,pos,archi_standard,-27.0,-40.5,1.42108547152e-14
4342,reading-checkerboard,pos,archi_standard,-31.5,-48.0,1.42108547152e-14
4343,reading-checkerboard,pos,archi_standard,-31.5,-45.0,-1.5
4344,reading-checkerboard,pos,archi_standard,-30.0,61.5,12.0
4345,reading-checkerboard,pos,archi_standard,-31.5,57.0,18.0
4346,reading-checkerboard,pos,archi_standard,25.5,-34.5,57.0
4347,reading-checkerboard,pos,archi_standard,46.5,-49.5,25.5
4348,reading-checkerboard,pos,archi_standard,61.5,-40.5,-16.5
4349,reading-checkerboard,pos,archi_standard,64.5,-10.5,22.5
4350,reading-checkerboard,pos,archi_standard,10.5,19.5,58.5
4351,reading-checkerboard,pos,archi_standard,18.0,16.5,58.5
4352,reading-checkerboard,pos,archi_standard,-25.5,-31.5,-33.0
4353,reading-checkerboard,pos,archi_standard,60.0,-28.5,9.0
4354,reading-checkerboard,pos,archi_standard,-19.5,-27.0,75.0
4355,reading-checkerboard,pos,archi_standard,-25.5,-30.0,75.0
4356,reading-checkerboard,pos,archi_standard,37.5,-6.0,-45.0
4357,reading-checkerboard,pos,archi_standard,13.5,27.0,-1.5
4358,reading-checkerboard,pos,archi_standard,16.5,28.5,3.0
4359,reading-checkerboard,pos,archi_standard,-16.5,-75.0,-40.5
4360,reading-checkerboard,pos,archi_standard,-19.5,-72.0,-40.5
4361,reading-checkerboard,pos,archi_standard,-13.5,-75.0,-34.5
4362,reading-checkerboard,pos,archi_standard,-19.5,-73.5,-36.0
4363,reading-checkerboard,pos,archi_standard,34.5,9.0,33.0
4364,reading-checkerboard,pos,archi_standard,37.5,6.0,34.5
4365,reading-checkerboard,pos,archi_standard,-24.0,33.0,33.0
4366,reading-checkerboard,pos,archi_standard,-7.5,-55.5,-10.5
4367,reading-checkerboard,pos,archi_standard,-43.5,-75.0,27.0
4368,reading-checkerboard,pos,archi_standard,40.5,21.0,-3.0
4369,reading-checkerboard,pos,archi_standard,-12.0,-39.0,-48.0
4370,reading-checkerboard,pos,archi_standard,-18.0,-37.5,-46.5
4371,reading-checkerboard,pos,archi_standard,16.5,-51.0,-27.0
4372,reading-checkerboard,pos,archi_standard,18.0,-48.0,-25.5
4373,reading-checkerboard,pos,archi_standard,0.0,-57.0,7.5
4374,reading-checkerboard,pos,archi_standard,-48.0,-52.5,-3.0
4375,reading-checkerboard,pos,archi_standard,42.0,1.5,-40.5
4376,reading-checkerboard,pos,archi_standard,-16.5,15.0,55.5
4377,reading-checkerboard,pos,archi_standard,0.0,3.0,4.5
4378,reading-checkerboard,pos,archi_standard,-1.5,6.0,4.5
4379,reading-checkerboard,pos,archi_standard,13.5,15.0,-3.0
4380,reading-checkerboard,pos,archi_standard,-3.0,-37.5,6.0
4381,reading-checkerboard,pos,archi_standard,3.0,-36.0,4.5
4382,reading-checkerboard,pos,archi_standard,-49.5,34.5,24.0
4383,reading-checkerboard,pos,archi_standard,19.5,-33.0,-28.5
4384,reading-checkerboard,pos,archi_standard,-33.0,-36.0,-3.0
4385,reading-checkerboard,pos,archi_standard,-33.0,45.0,36.0
4386,reading-checkerboard,pos,archi_standard,-1.5,-52.5,-30.0
4387,reading-checkerboard,pos,archi_standard,0.0,-52.5,-33.0
4388,reading-checkerboard,pos,archi_standard,-24.0,-73.5,37.5
4389,reading-checkerboard,pos,archi_standard,-6.0,-4.26325641456e-14,40.5
4390,reading-checkerboard,pos,archi_standard,1.5,-31.5,66.0
4391,reading-checkerboard,pos,archi_standard,3.0,-30.0,63.0
4392,reading-checkerboard,pos,archi_standard,34.5,-51.0,-46.5
4393,reading-checkerboard,pos,archi_standard,-43.5,-60.0,7.5
4394,reading-checkerboard,pos,archi_standard,28.5,-28.5,-18.0
4395,reading-checkerboard,pos,archi_standard,-37.5,-81.0,28.5
4396,reading-checkerboard,pos,archi_standard,15.0,-67.5,37.5
4397,reading-checkerboard,pos,archi_standard,-48.0,-9.0,-30.0
4398,reading-checkerboard,pos,archi_standard,-22.5,-21.0,73.5
4399,reading-checkerboard,pos,archi_standard,-33.0,-57.0,-34.5
4400,reading-checkerboard,pos,archi_standard,-27.0,1.5,55.5
4401,reading-checkerboard,pos,archi_standard,-1.5,-48.0,64.5
4402,reading-checkerboard,pos,archi_standard,12.0,-18.0,49.5
4403,reading-checkerboard,pos,archi_standard,19.5,-43.5,-45.0
4404,reading-checkerboard,pos,archi_standard,16.5,-43.5,-45.0
4405,reading-checkerboard,pos,archi_standard,36.0,39.0,43.5
4406,reading-checkerboard,pos,archi_standard,57.0,-40.5,-9.0
4407,reading-checkerboard,pos,archi_standard,19.5,-25.5,25.5
4408,reading-checkerboard,pos,archi_standard,-36.0,36.0,36.0
4409,reading-checkerboard,pos,archi_standard,-22.5,-51.0,61.5
4410,reading-checkerboard,pos,archi_standard,12.0,-88.5,-37.5
4411,reading-checkerboard,neg,archi_standard,13.5,-94.5,1.5
4412,reading-checkerboard,neg,archi_standard,13.5,-84.0,-16.5
4413,reading-checkerboard,neg,archi_standard,10.5,-87.0,-13.5
4414,reading-checkerboard,neg,archi_standard,7.5,-88.5,-4.5
4415,reading-checkerboard,neg,archi_standard,6.0,45.0,37.5
4416,reading-checkerboard,neg,archi_standard,-4.5,48.0,18.0
4417,reading-checkerboard,neg,archi_standard,-3.0,55.5,12.0
4418,reading-checkerboard,neg,archi_standard,4.5,58.5,24.0
4419,reading-checkerboard,neg,archi_standard,-1.5,-48.0,33.0
4420,reading-checkerboard,neg,archi_standard,1.5,-46.5,46.5
4421,reading-checkerboard,neg,archi_standard,-3.0,-40.5,37.5
4422,reading-checkerboard,neg,archi_standard,-1.5,-48.0,39.0
4423,reading-checkerboard,neg,archi_standard,40.5,52.5,-6.0
4424,reading-checkerboard,neg,archi_standard,39.0,55.5,-3.0
4425,reading-checkerboard,neg,archi_standard,40.5,46.5,6.0
4426,reading-checkerboard,neg,archi_standard,43.5,43.5,4.5
4427,reading-checkerboard,neg,archi_standard,61.5,-27.0,43.5
4428,reading-checkerboard,neg,archi_standard,67.5,-25.5,33.0
4429,reading-checkerboard,neg,archi_standard,55.5,-31.5,36.0
4430,reading-checkerboard,neg,archi_standard,63.0,-25.5,28.5
4431,reading-checkerboard,neg,archi_standard,49.5,-63.0,45.0
4432,reading-checkerboard,neg,archi_standard,52.5,-64.5,36.0
4433,reading-checkerboard,neg,archi_standard,49.5,-67.5,33.0
4434,reading-checkerboard,neg,archi_standard,45.0,-70.5,39.0
4435,reading-checkerboard,neg,archi_standard,4.5,42.0,-3.0
4436,reading-checkerboard,neg,archi_standard,4.5,36.0,-10.5
4437,reading-checkerboard,neg,archi_standard,7.5,42.0,3.0
4438,reading-checkerboard,neg,archi_standard,4.5,37.5,-6.0
4439,reading-checkerboard,neg,archi_standard,57.0,-13.5,-30.0
4440,reading-checkerboard,neg,archi_standard,57.0,-16.5,-28.5
4441,reading-checkerboard,neg,archi_standard,60.0,-13.5,-25.5
4442,reading-checkerboard,neg,archi_standard,64.5,-13.5,-18.0
4443,reading-checkerboard,neg,archi_standard,-57.0,-60.0,40.5
4444,reading-checkerboard,neg,archi_standard,-49.5,-61.5,40.5
4445,reading-checkerboard,neg,archi_standard,-30.0,43.5,-15.0
4446,reading-checkerboard,neg,archi_standard,-28.5,33.0,-18.0
4447,reading-checkerboard,neg,archi_standard,-37.5,46.5,-16.5
4448,reading-checkerboard,neg,archi_standard,-3.0,-28.5,42.0
4449,reading-checkerboard,neg,archi_standard,0.0,-22.5,39.0
4450,reading-checkerboard,neg,archi_standard,12.0,43.5,49.5
4451,reading-checkerboard,neg,archi_standard,22.5,39.0,45.0
4452,reading-checkerboard,neg,archi_standard,52.5,-46.5,37.5
4453,reading-checkerboard,neg,archi_standard,51.0,-49.5,43.5
4454,reading-checkerboard,neg,archi_standard,51.0,-49.5,49.5
4455,reading-checkerboard,neg,archi_standard,15.0,27.0,-16.5
4456,reading-checkerboard,neg,archi_standard,15.0,15.0,-15.0
4457,reading-checkerboard,neg,archi_standard,7.5,13.5,-15.0
4458,reading-checkerboard,neg,archi_standard,10.5,21.0,-18.0
4459,reading-checkerboard,neg,archi_standard,9.0,70.5,1.5
4460,reading-checkerboard,neg,archi_standard,13.5,67.5,1.42108547152e-14
4461,reading-checkerboard,neg,archi_standard,21.0,66.0,1.5
4462,reading-checkerboard,neg,archi_standard,21.0,37.5,-22.5
4463,reading-checkerboard,neg,archi_standard,19.5,45.0,-21.0
4464,reading-checkerboard,neg,archi_standard,12.0,30.0,-21.0
4465,reading-checkerboard,neg,archi_standard,12.0,31.5,-24.0
4466,reading-checkerboard,neg,archi_standard,51.0,-51.0,-16.5
4467,reading-checkerboard,neg,archi_standard,60.0,-54.0,-10.5
4468,reading-checkerboard,neg,archi_standard,58.5,-57.0,-15.0
4469,reading-checkerboard,neg,archi_standard,-63.0,-33.0,36.0
4470,reading-checkerboard,neg,archi_standard,9.0,70.5,13.5
4471,reading-checkerboard,neg,archi_standard,15.0,67.5,13.5
4472,reading-checkerboard,neg,archi_standard,18.0,66.0,9.0
4473,reading-checkerboard,neg,archi_standard,45.0,21.0,49.5
4474,reading-checkerboard,neg,archi_standard,36.0,24.0,54.0
4475,reading-checkerboard,neg,archi_standard,-24.0,60.0,-9.0
4476,reading-checkerboard,neg,archi_standard,-27.0,54.0,-9.0
4477,reading-checkerboard,neg,archi_standard,42.0,-48.0,60.0
4478,reading-checkerboard,neg,archi_standard,40.5,-54.0,60.0
4479,reading-checkerboard,neg,archi_standard,48.0,-51.0,58.5
4480,reading-checkerboard,neg,archi_standard,43.5,-51.0,58.5
4481,reading-checkerboard,neg,archi_standard,16.5,-70.5,58.5
4482,reading-checkerboard,neg,archi_standard,9.0,-73.5,58.5
4483,reading-checkerboard,neg,archi_standard,7.5,-75.0,55.5
4484,reading-checkerboard,neg,archi_standard,10.5,-69.0,58.5
4485,reading-checkerboard,neg,archi_standard,-43.5,-72.0,-46.5
4486,reading-checkerboard,neg,archi_standard,-34.5,-78.0,-45.0
4487,reading-checkerboard,neg,archi_standard,24.0,-70.5,-49.5
4488,reading-checkerboard,neg,archi_standard,18.0,-76.5,-49.5
4489,reading-checkerboard,neg,archi_standard,27.0,-76.5,-49.5
4490,reading-checkerboard,neg,archi_standard,42.0,-30.0,43.5
4491,reading-checkerboard,neg,archi_standard,34.5,-34.5,45.0
4492,reading-checkerboard,neg,archi_standard,9.0,61.5,-16.5
4493,reading-checkerboard,neg,archi_standard,4.5,63.0,-19.5
4494,reading-checkerboard,neg,archi_standard,-3.0,42.0,-3.0
4495,reading-checkerboard,neg,archi_standard,-6.0,34.5,-9.0
4496,reading-checkerboard,neg,archi_standard,-54.0,-13.5,-25.5
4497,reading-checkerboard,neg,archi_standard,-58.5,-12.0,-27.0
4498,reading-checkerboard,neg,archi_standard,-61.5,-3.0,-30.0
4499,reading-checkerboard,neg,archi_standard,10.5,-48.0,43.5
4500,reading-checkerboard,neg,archi_standard,27.0,24.0,52.5
4501,reading-checkerboard,neg,archi_standard,-39.0,22.5,49.5
4502,reading-checkerboard,neg,archi_standard,-37.5,19.5,54.0
4503,reading-checkerboard,neg,archi_standard,-36.0,-7.5,-49.5
4504,reading-checkerboard,neg,archi_standard,-42.0,-4.5,-49.5
4505,reading-checkerboard,neg,archi_standard,-43.5,3.0,-49.5
4506,reading-checkerboard,neg,archi_standard,-6.0,-73.5,-49.5
4507,reading-checkerboard,neg,archi_standard,-19.5,-72.0,-49.5
4508,reading-checkerboard,neg,archi_standard,-40.5,48.0,1.42108547152e-14
4509,reading-checkerboard,neg,archi_standard,-46.5,-61.5,-43.5
4510,reading-checkerboard,neg,archi_standard,12.0,-66.0,-1.5
4511,reading-checkerboard,neg,archi_standard,13.5,-60.0,1.42108547152e-14
4512,reading-checkerboard,neg,archi_standard,0.0,-46.5,-18.0
4513,reading-checkerboard,neg,archi_standard,-36.0,12.0,-10.5
4514,reading-checkerboard,neg,archi_standard,37.5,-40.5,48.0
4515,reading-checkerboard,neg,archi_standard,46.5,45.0,-7.5
4516,reading-checkerboard,neg,archi_standard,19.5,-31.5,12.0
4517,reading-checkerboard,neg,archi_standard,-19.5,34.5,-25.5
4518,reading-checkerboard,neg,archi_standard,-19.5,34.5,-21.0
4519,reading-checkerboard,neg,archi_standard,-9.0,-73.5,-1.5
4520,reading-checkerboard,neg,archi_standard,-16.5,-33.0,9.0
4521,reading-checkerboard,neg,archi_standard,-16.5,-30.0,6.0
4522,reading-checkerboard,neg,archi_standard,-51.0,-33.0,39.0
4523,reading-checkerboard,neg,archi_standard,70.5,-24.0,-16.5
4524,reading-checkerboard,neg,archi_standard,-9.0,40.5,25.5
4525,reading-checkerboard,neg,archi_standard,-16.5,-69.0,63.0
4526,reading-checkerboard,neg,archi_standard,-10.5,-69.0,61.5
4527,reading-checkerboard,neg,archi_standard,-6.0,46.5,-9.0
4528,reading-checkerboard,neg,archi_standard,-6.0,49.5,-4.5
4529,reading-checkerboard,neg,archi_standard,34.5,22.5,-22.5
4530,reading-checkerboard,neg,archi_standard,16.5,-78.0,54.0
4531,reading-checkerboard,neg,archi_standard,60.0,-36.0,-27.0
4532,reading-checkerboard,neg,archi_standard,57.0,-39.0,-22.5
4533,reading-checkerboard,neg,archi_standard,51.0,-54.0,1.42108547152e-14
4534,reading-checkerboard,neg,archi_standard,-13.5,55.5,-22.5
4535,reading-checkerboard,neg,archi_standard,-63.0,-49.5,34.5
4536,reading-checkerboard,neg,archi_standard,4.5,60.0,-9.0
4537,reading-checkerboard,neg,archi_standard,57.0,-39.0,43.5
4538,reading-checkerboard,neg,archi_standard,25.5,28.5,39.0
4539,reading-checkerboard,neg,archi_standard,28.5,-39.0,42.0
4540,reading-checkerboard,neg,archi_standard,-31.5,-57.0,61.5
4541,reading-checkerboard,neg,archi_standard,39.0,-28.5,-22.5
4542,reading-checkerboard,neg,archi_standard,40.5,-22.5,-22.5
4543,reading-checkerboard,neg,archi_standard,51.0,45.0,1.5
4544,reading-checkerboard,neg,archi_standard,-22.5,55.5,-18.0
4545,reading-checkerboard,neg,archi_standard,-19.5,55.5,-19.5
4546,reading-listening,pos,archi_standard,18.0,-96.0,-9.0
4547,reading-listening,pos,archi_standard,27.0,-93.0,-12.0
4548,reading-listening,pos,archi_standard,31.5,-93.0,-12.0
4549,reading-listening,pos,archi_standard,42.0,-87.0,-10.5
4550,reading-listening,pos,archi_standard,-37.5,-90.0,-10.5
4551,reading-listening,pos,archi_standard,-21.0,-96.0,-9.0
4552,reading-listening,pos,archi_standard,-31.5,-91.5,-7.5
4553,reading-listening,pos,archi_standard,-21.0,-94.5,-15.0
4554,reading-listening,pos,archi_standard,-30.0,-60.0,49.5
4555,reading-listening,pos,archi_standard,-30.0,-40.5,45.0
4556,reading-listening,pos,archi_standard,-27.0,-42.0,45.0
4557,reading-listening,pos,archi_standard,-25.5,-76.5,30.0
4558,reading-listening,pos,archi_standard,45.0,-3.0,60.0
4559,reading-listening,pos,archi_standard,43.5,-9.0,52.5
4560,reading-listening,pos,archi_standard,37.5,-6.0,67.5
4561,reading-listening,pos,archi_standard,36.0,-1.5,61.5
4562,reading-listening,pos,archi_standard,-57.0,-4.5,42.0
4563,reading-listening,pos,archi_standard,-54.0,-9.0,42.0
4564,reading-listening,pos,archi_standard,-48.0,-6.0,39.0
4565,reading-listening,pos,archi_standard,-49.5,-4.26325641456e-14,37.5
4566,reading-listening,pos,archi_standard,39.0,9.0,36.0
4567,reading-listening,pos,archi_standard,43.5,4.5,30.0
4568,reading-listening,pos,archi_standard,45.0,12.0,31.5
4569,reading-listening,pos,archi_standard,48.0,7.5,37.5
4570,reading-listening,pos,archi_standard,-28.5,54.0,-13.5
4571,reading-listening,pos,archi_standard,-33.0,54.0,-12.0
4572,reading-listening,pos,archi_standard,-42.0,51.0,-9.0
4573,reading-listening,pos,archi_standard,-25.5,54.0,-15.0
4574,reading-listening,pos,archi_standard,37.5,55.5,-10.5
4575,reading-listening,pos,archi_standard,51.0,-39.0,45.0
4576,reading-listening,pos,archi_standard,49.5,-39.0,51.0
4577,reading-listening,pos,archi_standard,9.0,-75.0,-46.5
4578,reading-listening,pos,archi_standard,6.0,-75.0,-43.5
4579,reading-listening,pos,archi_standard,4.5,-79.5,-45.0
4580,reading-listening,pos,archi_standard,6.0,-78.0,-48.0
4581,reading-listening,pos,archi_standard,48.0,-6.0,37.5
4582,reading-listening,pos,archi_standard,52.5,-1.5,39.0
4583,reading-listening,pos,archi_standard,-13.5,-82.5,-49.5
4584,reading-listening,pos,archi_standard,-28.5,-84.0,-49.5
4585,reading-listening,pos,archi_standard,-22.5,-84.0,-49.5
4586,reading-listening,pos,archi_standard,-6.0,-75.0,-48.0
4587,reading-listening,pos,archi_standard,-37.5,-24.0,60.0
4588,reading-listening,pos,archi_standard,45.0,-21.0,-22.5
4589,reading-listening,pos,archi_standard,46.5,-16.5,-27.0
4590,reading-listening,pos,archi_standard,57.0,-45.0,49.5
4591,reading-listening,pos,archi_standard,58.5,-42.0,45.0
4592,reading-listening,pos,archi_standard,-34.5,-4.26325641456e-14,31.5
4593,reading-listening,pos,archi_standard,-45.0,-4.26325641456e-14,31.5
4594,reading-listening,pos,archi_standard,25.5,64.5,-12.0
4595,reading-listening,pos,archi_standard,1.5,37.5,-4.5
4596,reading-listening,pos,archi_standard,6.0,42.0,-4.5
4597,reading-listening,pos,archi_standard,-22.5,-34.5,1.5
4598,reading-listening,pos,archi_standard,-27.0,-33.0,1.42108547152e-14
4599,reading-listening,pos,archi_standard,-22.5,-39.0,-4.5
4600,reading-listening,pos,archi_standard,-27.0,-33.0,-3.0
4601,reading-listening,pos,archi_standard,-18.0,12.0,-15.0
4602,reading-listening,pos,archi_standard,-18.0,12.0,-12.0
4603,reading-listening,pos,archi_standard,-18.0,13.5,-18.0
4604,reading-listening,pos,archi_standard,30.0,-30.0,-12.0
4605,reading-listening,pos,archi_standard,-37.5,-1.5,-49.5
4606,reading-listening,pos,archi_standard,-39.0,-7.5,-49.5
4607,reading-listening,pos,archi_standard,19.5,-88.5,40.5
4608,reading-listening,pos,archi_standard,16.5,15.0,-18.0
4609,reading-listening,pos,archi_standard,19.5,63.0,-6.0
4610,reading-listening,pos,archi_standard,-61.5,6.0,16.5
4611,reading-listening,pos,archi_standard,46.5,16.5,48.0
4612,reading-listening,pos,archi_standard,42.0,-39.0,51.0
4613,reading-listening,pos,archi_standard,4.5,1.5,-6.0
4614,reading-listening,pos,archi_standard,-64.5,-22.5,-21.0
4615,reading-listening,pos,archi_standard,-39.0,-21.0,-31.5
4616,reading-listening,pos,archi_standard,-37.5,-24.0,-31.5
4617,reading-listening,pos,archi_standard,-36.0,-21.0,-31.5
4618,reading-listening,neg,archi_standard,-52.5,-15.0,3.0
4619,reading-listening,neg,archi_standard,-60.0,-7.5,1.5
4620,reading-listening,neg,archi_standard,-67.5,-19.5,6.0
4621,reading-listening,neg,archi_standard,-51.0,-27.0,6.0
4622,reading-listening,neg,archi_standard,60.0,3.0,-10.5
4623,reading-listening,neg,archi_standard,51.0,-13.5,3.0
4624,reading-listening,neg,archi_standard,63.0,-7.5,1.42108547152e-14
4625,reading-listening,neg,archi_standard,52.5,-10.5,1.5
4626,reading-listening,neg,archi_standard,1.5,-69.0,55.5
4627,reading-listening,neg,archi_standard,-3.0,-54.0,55.5
4628,reading-listening,neg,archi_standard,-1.5,-75.0,30.0
4629,reading-listening,neg,archi_standard,0.0,-45.0,36.0
4630,reading-listening,neg,archi_standard,-13.5,-82.5,-48.0
4631,reading-listening,neg,archi_standard,-15.0,-82.5,-45.0
4632,reading-listening,neg,archi_standard,-12.0,-85.5,-45.0
4633,reading-listening,neg,archi_standard,-7.5,-85.5,-42.0
4634,reading-listening,neg,archi_standard,-7.5,-45.0,12.0
4635,reading-listening,neg,archi_standard,-7.5,-49.5,-1.5
4636,reading-listening,neg,archi_standard,-19.5,-55.5,12.0
4637,reading-listening,neg,archi_standard,-12.0,-54.0,1.5
4638,reading-listening,neg,archi_standard,-1.5,52.5,-16.5
4639,reading-listening,neg,archi_standard,1.5,52.5,-19.5
4640,reading-listening,neg,archi_standard,3.0,45.0,-21.0
