,contrast,sign,task,x,y,z
1999,sentence-jabberwocky,neg,language_nsp,27.0,-70.5,-49.5
2000,sentence-jabberwocky,neg,language_nsp,-33.0,15.0,-6.0
2001,sentence-jabberwocky,neg,language_nsp,-40.5,16.5,-6.0
2002,sentence-jabberwocky,neg,language_nsp,28.5,10.5,58.5
2003,sentence-jabberwocky,neg,language_nsp,25.5,10.5,58.5
2004,sentence-jabberwocky,neg,language_nsp,9.0,-73.5,-48.0
2005,sentence-jabberwocky,neg,language_nsp,10.5,-70.5,-42.0
2006,sentence-jabberwocky,neg,language_nsp,7.5,-72.0,-40.5
2007,sentence-jabberwocky,neg,language_nsp,-43.5,27.0,39.0
2008,sentence-jabberwocky,neg,language_nsp,-40.5,25.5,37.5
2009,sentence-jabberwocky,neg,language_nsp,36.0,16.5,-9.0
2010,sentence-jabberwocky,neg,language_nsp,-60.0,3.0,36.0
2011,sentence-jabberwocky,neg,language_nsp,-61.5,4.5,27.0
2012,sentence-jabberwocky,neg,language_nsp,-60.0,6.0,24.0
2013,sentence-jabberwocky,neg,language_nsp,-22.5,-9.0,51.0
2014,sentence-jabberwocky,neg,language_nsp,-24.0,-12.0,57.0
2015,sentence-jabberwocky,neg,language_nsp,21.0,-40.5,-46.5
2016,sentence-jabberwocky,neg,language_nsp,22.5,-34.5,-40.5
2017,sentence-jabberwocky,neg,language_nsp,-27.0,40.5,43.5
2018,sentence-jabberwocky,neg,language_nsp,54.0,-54.0,-42.0
2019,sentence-jabberwocky,neg,language_nsp,52.5,-57.0,-37.5
2020,sentence-jabberwocky,neg,language_nsp,54.0,-61.5,-40.5
2021,sentence-jabberwocky,neg,language_nsp,-24.0,-39.0,51.0
2022,sentence-jabberwocky,neg,language_nsp,-30.0,-34.5,55.5
2023,sentence-jabberwocky,neg,language_nsp,-27.0,-34.5,54.0
2024,sentence-jabberwocky,neg,language_nsp,-57.0,-28.5,33.0
2025,sentence-jabberwocky,neg,language_nsp,-66.0,-22.5,28.5
2026,sentence-jabberwocky,neg,language_nsp,-49.5,-37.5,-19.5
2027,sentence-jabberwocky,neg,language_nsp,-51.0,-42.0,-19.5
2028,sentence-jabberwocky,neg,language_nsp,40.5,-58.5,-43.5
2029,sentence-jabberwocky,neg,language_nsp,39.0,-63.0,-40.5
2030,sentence-jabberwocky,neg,language_nsp,46.5,7.5,24.0
2031,sentence-jabberwocky,neg,language_nsp,-46.5,-1.5,-7.5
2032,sentence-jabberwocky,neg,language_nsp,-45.0,-1.5,-12.0
2033,sentence-jabberwocky,neg,language_nsp,-42.0,-7.5,-4.5
2034,sentence-jabberwocky,neg,language_nsp,-39.0,-10.5,-7.5
2035,sentence-jabberwocky,neg,language_nsp,45.0,-45.0,-40.5
2036,sentence-jabberwocky,neg,language_nsp,-39.0,-15.0,54.0
2037,sentence-jabberwocky,neg,language_nsp,34.5,-60.0,-34.5
2038,sentence-jabberwocky,neg,language_nsp,45.0,48.0,3.0
2039,sentence-jabberwocky,neg,language_nsp,27.0,66.0,3.0
2040,sentence-jabberwocky,neg,language_nsp,-22.5,-1.5,63.0
2041,sentence-jabberwocky,neg,language_nsp,-19.5,3.0,60.0
2042,sentence-jabberwocky,neg,language_nsp,-27.0,-4.26325641456e-14,61.5
2043,sentence-jabberwocky,neg,language_nsp,-27.0,-1.5,64.5
2044,sentence-jabberwocky,neg,language_nsp,-27.0,-66.0,-22.5
2045,sentence-jabberwocky,neg,language_nsp,-66.0,-30.0,-19.5
2046,sentence-jabberwocky,neg,language_nsp,60.0,-48.0,42.0
2047,sentence-jabberwocky,neg,language_nsp,-1.5,13.5,30.0
2048,sentence-jabberwocky,neg,language_nsp,0.0,7.5,33.0
2049,sentence-jabberwocky,neg,language_nsp,-45.0,-1.5,-49.5
2050,sentence-jabberwocky,neg,language_nsp,-39.0,6.0,-49.5
2051,sentence-jabberwocky,neg,language_nsp,-1.5,-34.5,-10.5
2052,sentence-jabberwocky,neg,language_nsp,1.5,-33.0,-15.0
2053,sentence-jabberwocky,neg,language_nsp,52.5,-57.0,-3.0
2054,sentence-jabberwocky,neg,language_nsp,49.5,-52.5,1.5
2055,sentence-jabberwocky,neg,language_nsp,54.0,10.5,1.42108547152e-14
2056,sentence-jabberwocky,neg,language_nsp,21.0,19.5,49.5
2057,sentence-jabberwocky,neg,language_nsp,36.0,-45.0,45.0
2058,sentence-jabberwocky,neg,language_nsp,33.0,-46.5,48.0
2059,sentence-jabberwocky,neg,language_nsp,45.0,3.0,-49.5
2060,sentence-jabberwocky,neg,language_nsp,42.0,-1.5,-49.5
2061,sentence-jabberwocky,neg,language_nsp,43.5,-6.0,-49.5
2062,sentence-jabberwocky,neg,language_nsp,40.5,6.0,-49.5
2063,sentence-jabberwocky,neg,language_nsp,-51.0,3.0,3.0
2064,sentence-jabberwocky,neg,language_nsp,45.0,-73.5,-18.0
2065,sentence-jabberwocky,neg,language_nsp,-10.5,-31.5,45.0
2066,sentence-jabberwocky,neg,language_nsp,15.0,-45.0,-15.0
2067,sentence-jabberwocky,neg,language_nsp,-22.5,21.0,52.5
2068,sentence-jabberwocky,neg,language_nsp,-24.0,24.0,48.0
2069,sentence-jabberwocky,neg,language_nsp,60.0,-57.0,36.0
2070,sentence-jabberwocky,neg,language_nsp,12.0,-39.0,-24.0
2071,sentence-jabberwocky,neg,language_nsp,-13.5,16.5,4.5
2072,sentence-jabberwocky,neg,language_nsp,49.5,-4.5,36.0
2073,sentence-jabberwocky,neg,language_nsp,45.0,-9.0,54.0
2074,sentence-jabberwocky,neg,language_nsp,37.5,-10.5,55.5
2075,sentence-jabberwocky,neg,language_nsp,6.0,-64.5,-9.0
2076,sentence-jabberwocky,neg,language_nsp,0.0,-66.0,-10.5
2077,sentence-jabberwocky,neg,language_nsp,45.0,-9.0,42.0
2078,sentence-jabberwocky,neg,language_nsp,-30.0,21.0,9.0
2079,sentence-jabberwocky,neg,language_nsp,-45.0,-60.0,42.0
2080,sentence-jabberwocky,neg,language_nsp,-3.0,-76.5,-42.0
2081,sentence-jabberwocky,neg,language_nsp,-43.5,10.5,-3.0
2082,sentence-word,pos,language_nsp,-34.5,19.5,-31.5
2083,sentence-word,pos,language_nsp,-55.5,-9.0,-13.5
2084,sentence-word,pos,language_nsp,-37.5,19.5,-31.5
2085,sentence-word,pos,language_nsp,-40.5,15.0,-40.5
2086,sentence-word,pos,language_nsp,48.0,19.5,-21.0
2087,sentence-word,pos,language_nsp,22.5,-7.5,-15.0
2088,sentence-word,pos,language_nsp,43.5,24.0,-30.0
2089,sentence-word,pos,language_nsp,55.5,-9.0,-10.5
2090,sentence-word,pos,language_nsp,27.0,-82.5,-45.0
2091,sentence-word,pos,language_nsp,16.5,-72.0,-31.5
2092,sentence-word,pos,language_nsp,15.0,-81.0,-43.5
2093,sentence-word,pos,language_nsp,18.0,-78.0,-36.0
2094,sentence-word,pos,language_nsp,-3.0,60.0,-18.0
2095,sentence-word,pos,language_nsp,1.5,36.0,-19.5
2096,sentence-word,pos,language_nsp,-6.0,57.0,-16.5
2097,sentence-word,pos,language_nsp,-4.5,43.5,-22.5
2098,sentence-word,pos,language_nsp,-10.5,61.5,22.5
2099,sentence-word,pos,language_nsp,-15.0,55.5,36.0
2100,sentence-word,pos,language_nsp,-13.5,51.0,31.5
2101,sentence-word,pos,language_nsp,-12.0,52.5,42.0
2102,sentence-word,pos,language_nsp,-30.0,-84.0,-42.0
2103,sentence-word,pos,language_nsp,-24.0,-72.0,-40.5
2104,sentence-word,pos,language_nsp,-28.5,-72.0,-42.0
2105,sentence-word,pos,language_nsp,-24.0,-76.5,-40.5
2106,sentence-word,pos,language_nsp,61.5,-58.5,24.0
2107,sentence-word,pos,language_nsp,60.0,-61.5,18.0
2108,sentence-word,pos,language_nsp,54.0,-49.5,7.5
2109,sentence-word,pos,language_nsp,66.0,-49.5,18.0
2110,sentence-word,pos,language_nsp,-42.0,1.5,57.0
2111,sentence-word,pos,language_nsp,-43.5,-1.5,43.5
2112,sentence-word,pos,language_nsp,-34.5,-3.0,43.5
2113,sentence-word,pos,language_nsp,3.0,-55.5,24.0
2114,sentence-word,pos,language_nsp,-1.5,-51.0,21.0
2115,sentence-word,pos,language_nsp,3.0,-55.5,19.5
2116,sentence-word,pos,language_nsp,-4.5,-58.5,10.5
2117,sentence-word,pos,language_nsp,-3.0,-51.0,46.5
2118,sentence-word,pos,language_nsp,-4.5,-58.5,34.5
2119,sentence-word,pos,language_nsp,-4.5,-55.5,36.0
2120,sentence-word,pos,language_nsp,-13.5,-51.0,42.0
2121,sentence-word,pos,language_nsp,6.0,12.0,-6.0
2122,sentence-word,pos,language_nsp,-1.5,-2.84217094304e-14,-9.0
2123,sentence-word,pos,language_nsp,-1.5,12.0,-9.0
2124,sentence-word,pos,language_nsp,-3.0,7.5,-9.0
2125,sentence-word,pos,language_nsp,6.0,-93.0,21.0
2126,sentence-word,pos,language_nsp,6.0,-81.0,22.5
2127,sentence-word,pos,language_nsp,0.0,-75.0,22.5
2128,sentence-word,pos,language_nsp,1.5,-87.0,27.0
2129,sentence-word,pos,language_nsp,-1.5,9.0,69.0
2130,sentence-word,pos,language_nsp,-4.5,-4.26325641456e-14,73.5
2131,sentence-word,pos,language_nsp,-6.0,15.0,66.0
2132,sentence-word,pos,language_nsp,-7.5,15.0,70.5
2133,sentence-word,pos,language_nsp,4.5,-67.5,1.5
2134,sentence-word,pos,language_nsp,12.0,-64.5,-3.0
2135,sentence-word,pos,language_nsp,1.5,-60.0,7.5
2136,sentence-word,pos,language_nsp,6.0,-67.5,-4.5
2137,sentence-word,pos,language_nsp,-24.0,-2.84217094304e-14,6.0
2138,sentence-word,pos,language_nsp,-28.5,-4.26325641456e-14,-1.5
2139,sentence-word,pos,language_nsp,-22.5,1.5,1.42108547152e-14
2140,sentence-word,pos,language_nsp,-24.0,7.5,4.5
2141,sentence-word,pos,language_nsp,-9.0,9.0,13.5
2142,sentence-word,pos,language_nsp,-9.0,-2.84217094304e-14,13.5
2143,sentence-word,pos,language_nsp,70.5,-39.0,-7.5
2144,sentence-word,pos,language_nsp,63.0,-37.5,-3.0
2145,sentence-word,pos,language_nsp,63.0,-33.0,-6.0
2146,sentence-word,pos,language_nsp,1.5,-18.0,45.0
2147,sentence-word,pos,language_nsp,39.0,16.5,24.0
2148,sentence-word,pos,language_nsp,-42.0,-66.0,-49.5
2149,sentence-word,pos,language_nsp,-45.0,-58.5,-49.5
2150,sentence-word,pos,language_nsp,-33.0,-70.5,-49.5
2151,sentence-word,pos,language_nsp,-39.0,-60.0,-49.5
2152,sentence-word,pos,language_nsp,-64.5,-40.5,18.0
2153,sentence-word,pos,language_nsp,-63.0,-40.5,22.5
2154,sentence-word,pos,language_nsp,-67.5,-45.0,19.5
2155,sentence-word,pos,language_nsp,-64.5,-39.0,27.0
2156,sentence-word,pos,language_nsp,30.0,-61.5,-12.0
2157,sentence-word,pos,language_nsp,33.0,-67.5,-21.0
2158,sentence-word,pos,language_nsp,30.0,-66.0,-13.5
2159,sentence-word,pos,language_nsp,27.0,-66.0,-16.5
2160,sentence-word,pos,language_nsp,36.0,28.5,-21.0
2161,sentence-word,pos,language_nsp,37.5,33.0,-18.0
2162,sentence-word,pos,language_nsp,-39.0,-19.5,13.5
2163,sentence-word,pos,language_nsp,-31.5,-19.5,7.5
2164,sentence-word,pos,language_nsp,-37.5,-22.5,16.5
2165,sentence-word,pos,language_nsp,18.0,-99.0,22.5
2166,sentence-word,pos,language_nsp,24.0,-97.5,16.5
2167,sentence-word,pos,language_nsp,40.5,-42.0,-22.5
2168,sentence-word,pos,language_nsp,37.5,-45.0,-24.0
2169,sentence-word,pos,language_nsp,34.5,-46.5,-27.0
2170,sentence-word,pos,language_nsp,-9.0,-84.0,3.0
2171,sentence-word,pos,language_nsp,-3.0,-87.0,3.0
2172,sentence-word,pos,language_nsp,16.5,-45.0,39.0
2173,sentence-word,pos,language_nsp,12.0,-48.0,37.5
2174,sentence-word,pos,language_nsp,27.0,-79.5,-12.0
2175,sentence-word,pos,language_nsp,22.5,-73.5,-15.0
2176,sentence-word,pos,language_nsp,42.0,-69.0,-49.5
2177,sentence-word,pos,language_nsp,40.5,-60.0,-49.5
2178,sentence-word,pos,language_nsp,43.5,-55.5,-49.5
2179,sentence-word,pos,language_nsp,22.5,6.0,1.5
2180,sentence-word,pos,language_nsp,25.5,4.5,6.0
2181,sentence-word,pos,language_nsp,28.5,1.5,4.5
2182,sentence-word,pos,language_nsp,6.0,-15.0,7.5
2183,sentence-word,pos,language_nsp,4.5,-18.0,6.0
2184,sentence-word,pos,language_nsp,12.0,45.0,51.0
2185,sentence-word,pos,language_nsp,9.0,39.0,49.5
2186,sentence-word,pos,language_nsp,9.0,60.0,27.0
2187,sentence-word,pos,language_nsp,3.0,61.5,22.5
2188,sentence-word,pos,language_nsp,40.5,7.5,51.0
2189,sentence-word,pos,language_nsp,10.5,-52.5,-40.5
2190,sentence-word,pos,language_nsp,10.5,-46.5,-46.5
2191,sentence-word,pos,language_nsp,9.0,-52.5,-43.5
2192,sentence-word,pos,language_nsp,-13.5,-46.5,33.0
2193,sentence-word,pos,language_nsp,12.0,-42.0,55.5
2194,sentence-word,pos,language_nsp,-12.0,-75.0,-36.0
2195,sentence-word,pos,language_nsp,18.0,-76.5,25.5
2196,sentence-word,pos,language_nsp,22.5,-46.5,70.5
2197,sentence-word,pos,language_nsp,6.0,7.5,66.0
2198,sentence-word,pos,language_nsp,-4.5,66.0,1.5
2199,sentence-word,pos,language_nsp,24.0,-82.5,-22.5
2200,sentence-word,pos,language_nsp,27.0,-78.0,-21.0
2201,sentence-word,pos,language_nsp,13.5,48.0,19.5
2202,sentence-word,pos,language_nsp,-1.5,27.0,-18.0
2203,sentence-word,pos,language_nsp,-3.0,-49.5,9.0
2204,sentence-word,pos,language_nsp,-4.5,-43.5,9.0
2205,sentence-word,pos,language_nsp,3.0,-63.0,33.0
2206,sentence-word,pos,language_nsp,24.0,-63.0,-48.0
2207,sentence-word,pos,language_nsp,-19.5,-75.0,9.0
2208,sentence-word,pos,language_nsp,-19.5,-67.5,6.0
2209,sentence-word,pos,language_nsp,-19.5,-70.5,6.0
2210,sentence-word,pos,language_nsp,-7.5,-55.5,-45.0
2211,sentence-word,pos,language_nsp,-10.5,-52.5,-48.0
2212,sentence-word,pos,language_nsp,3.0,-49.5,-16.5
2213,sentence-word,pos,language_nsp,1.5,-49.5,-40.5
2214,sentence-word,pos,language_nsp,39.0,3.0,-16.5
2215,sentence-word,pos,language_nsp,12.0,-10.5,52.5
2216,sentence-word,pos,language_nsp,40.5,-63.0,28.5
2217,sentence-word,pos,language_nsp,28.5,-42.0,-30.0
2218,sentence-word,pos,language_nsp,-1.5,-75.0,4.5
2219,sentence-word,pos,language_nsp,-3.0,-69.0,1.5
2220,sentence-word,pos,language_nsp,-3.0,-84.0,19.5
2221,sentence-word,pos,language_nsp,-1.5,-81.0,16.5
2222,sentence-word,pos,language_nsp,24.0,-21.0,60.0
2223,sentence-word,pos,language_nsp,4.5,-90.0,4.5
2224,sentence-word,pos,language_nsp,-7.5,-63.0,-46.5
2225,sentence-word,pos,language_nsp,-25.5,-72.0,-12.0
2226,sentence-word,neg,language_nsp,57.0,-37.5,51.0
2227,sentence-word,neg,language_nsp,63.0,-30.0,42.0
2228,sentence-word,neg,language_nsp,39.0,-40.5,45.0
2229,sentence-word,neg,language_nsp,25.5,-66.0,46.5
2230,sentence-word,neg,language_nsp,-25.5,55.5,-1.5
2231,sentence-word,neg,language_nsp,-36.0,48.0,-16.5
2232,sentence-word,neg,language_nsp,-19.5,39.0,-16.5
2233,sentence-word,neg,language_nsp,-45.0,46.5,16.5
2234,sentence-word,neg,language_nsp,-48.0,-37.5,55.5
2235,sentence-word,neg,language_nsp,-22.5,-69.0,48.0
2236,sentence-word,neg,language_nsp,-33.0,-57.0,57.0
2237,sentence-word,neg,language_nsp,-21.0,-72.0,52.5
2238,sentence-word,neg,language_nsp,-36.0,-93.0,-9.0
2239,sentence-word,neg,language_nsp,-42.0,-87.0,1.5
2240,sentence-word,neg,language_nsp,-49.5,-72.0,-10.5
2241,sentence-word,neg,language_nsp,-27.0,-93.0,-7.5
2242,sentence-word,neg,language_nsp,4.5,28.5,34.5
2243,sentence-word,neg,language_nsp,-6.0,24.0,40.5
2244,sentence-word,neg,language_nsp,-3.0,33.0,37.5
2245,sentence-word,neg,language_nsp,3.0,28.5,30.0
2246,sentence-word,neg,language_nsp,31.5,-84.0,-4.5
2247,sentence-word,neg,language_nsp,49.5,-78.0,-9.0
2248,sentence-word,neg,language_nsp,60.0,-61.5,-3.0
2249,sentence-word,neg,language_nsp,55.5,-67.5,-4.5
2250,sentence-word,neg,language_nsp,25.5,42.0,-13.5
2251,sentence-word,neg,language_nsp,31.5,57.0,-15.0
2252,sentence-word,neg,language_nsp,33.0,60.0,-16.5
2253,sentence-word,neg,language_nsp,33.0,52.5,-10.5
2254,sentence-word,neg,language_nsp,-52.5,-52.5,-42.0
2255,sentence-word,neg,language_nsp,-42.0,-66.0,-48.0
2256,sentence-word,neg,language_nsp,-45.0,-58.5,-46.5
2257,sentence-word,neg,language_nsp,-48.0,-54.0,-43.5
2258,sentence-word,neg,language_nsp,49.5,31.5,25.5
2259,sentence-word,neg,language_nsp,42.0,43.5,28.5
2260,sentence-word,neg,language_nsp,42.0,34.5,25.5
2261,sentence-word,neg,language_nsp,42.0,30.0,31.5
2262,sentence-word,neg,language_nsp,0.0,-36.0,30.0
2263,sentence-word,neg,language_nsp,1.5,-30.0,34.5
2264,sentence-word,neg,language_nsp,-1.5,-25.5,25.5
2265,sentence-word,neg,language_nsp,1.5,-30.0,39.0
2266,sentence-word,neg,language_nsp,39.0,1.5,31.5
2267,sentence-word,neg,language_nsp,37.5,4.5,25.5
2268,sentence-word,neg,language_nsp,45.0,4.5,27.0
2269,sentence-word,neg,language_nsp,54.0,3.0,39.0
2270,sentence-word,neg,language_nsp,-18.0,7.5,55.5
2271,sentence-word,neg,language_nsp,-28.5,-5.68434188608e-14,61.5
2272,sentence-word,neg,language_nsp,-18.0,10.5,55.5
2273,sentence-word,neg,language_nsp,-21.0,6.0,58.5
2274,sentence-word,neg,language_nsp,42.0,-69.0,-48.0
2275,sentence-word,neg,language_nsp,46.5,-69.0,-39.0
2276,sentence-word,neg,language_nsp,40.5,-60.0,-48.0
2277,sentence-word,neg,language_nsp,43.5,-55.5,-46.5
2278,sentence-word,neg,language_nsp,27.0,9.0,48.0
2279,sentence-word,neg,language_nsp,22.5,13.5,46.5
2280,sentence-word,neg,language_nsp,25.5,15.0,61.5
2281,sentence-word,neg,language_nsp,28.5,10.5,55.5
2282,sentence-word,neg,language_nsp,-40.5,-67.5,-30.0
2283,sentence-word,neg,language_nsp,-39.0,-66.0,-25.5
2284,sentence-word,neg,language_nsp,-40.5,-69.0,-18.0
2285,sentence-word,neg,language_nsp,49.5,39.0,12.0
2286,sentence-word,neg,language_nsp,40.5,42.0,10.5
2287,sentence-word,neg,language_nsp,42.0,36.0,7.5
2288,sentence-word,neg,language_nsp,48.0,36.0,6.0
2289,sentence-word,neg,language_nsp,37.5,28.5,46.5
2290,sentence-word,neg,language_nsp,37.5,28.5,42.0
2291,sentence-word,neg,language_nsp,33.0,33.0,37.5
2292,sentence-word,neg,language_nsp,34.5,30.0,39.0
2293,sentence-word,neg,language_nsp,25.5,61.5,4.5
2294,sentence-word,neg,language_nsp,28.5,66.0,4.5
2295,sentence-word,neg,language_nsp,25.5,67.5,-1.5
2296,sentence-word,neg,language_nsp,16.5,70.5,3.0
2297,sentence-word,neg,language_nsp,27.0,48.0,15.0
2298,sentence-word,neg,language_nsp,27.0,49.5,12.0
2299,sentence-word,neg,language_nsp,25.5,57.0,18.0
2300,sentence-word,neg,language_nsp,-37.5,27.0,36.0
2301,sentence-word,neg,language_nsp,-45.0,28.5,40.5
2302,sentence-word,neg,language_nsp,-37.5,30.0,37.5
2303,sentence-word,neg,language_nsp,6.0,-33.0,48.0
2304,sentence-word,neg,language_nsp,6.0,-31.5,40.5
2305,sentence-word,neg,language_nsp,-4.5,-73.5,-45.0
2306,sentence-word,neg,language_nsp,1.5,-75.0,-42.0
2307,sentence-word,neg,language_nsp,6.0,-73.5,-48.0
2308,sentence-word,neg,language_nsp,-4.5,-78.0,-46.5
2309,sentence-word,neg,language_nsp,24.0,43.5,34.5
2310,sentence-word,neg,language_nsp,21.0,37.5,40.5
2311,sentence-word,neg,language_nsp,-15.0,15.0,-16.5
2312,sentence-word,neg,language_nsp,24.0,-81.0,-49.5
2313,sentence-word,neg,language_nsp,33.0,-81.0,-49.5
2314,sentence-word,neg,language_nsp,15.0,-82.5,-49.5
2315,sentence-word,neg,language_nsp,57.0,6.0,-1.5
2316,sentence-word,neg,language_nsp,54.0,12.0,3.0
2317,sentence-word,neg,language_nsp,-27.0,34.5,34.5
2318,sentence-word,neg,language_nsp,-28.5,40.5,31.5
2319,sentence-word,neg,language_nsp,-39.0,13.5,1.5
2320,sentence-word,neg,language_nsp,51.0,-1.5,28.5
2321,sentence-word,neg,language_nsp,51.0,-1.5,34.5
2322,sentence-word,neg,language_nsp,3.0,-63.0,-25.5
2323,sentence-word,neg,language_nsp,6.0,-66.0,-31.5
2324,sentence-word,neg,language_nsp,0.0,-67.5,-31.5
2325,sentence-word,neg,language_nsp,-22.5,24.0,45.0
2326,sentence-word,neg,language_nsp,-37.5,-78.0,-22.5
2327,sentence-word,neg,language_nsp,24.0,-10.5,60.0
2328,sentence-word,neg,language_nsp,27.0,-10.5,52.5
2329,sentence-word,neg,language_nsp,25.5,-6.0,61.5
2330,sentence-word,neg,language_nsp,-37.5,-25.5,57.0
2331,sentence-word,neg,language_nsp,-33.0,-22.5,60.0
2332,sentence-word,neg,language_nsp,-33.0,-25.5,60.0
2333,sentence-word,neg,language_nsp,-30.0,-27.0,61.5
2334,sentence-word,neg,language_nsp,37.5,19.5,10.5
2335,sentence-word,neg,language_nsp,-28.5,39.0,45.0
2336,sentence-word,neg,language_nsp,55.5,-43.5,33.0
2337,sentence-word,neg,language_nsp,52.5,-48.0,39.0
2338,sentence-word,neg,language_nsp,57.0,-46.5,34.5
2339,sentence-word,neg,language_nsp,-3.0,37.5,-1.5
2340,sentence-word,neg,language_nsp,22.5,-58.5,28.5
2341,sentence-word,neg,language_nsp,22.5,-63.0,28.5
2342,sentence-word,neg,language_nsp,-54.0,-58.5,-36.0
2343,sentence-word,neg,language_nsp,-22.5,-76.5,30.0
2344,sentence-word,neg,language_nsp,40.5,-2.84217094304e-14,1.5
2345,sentence-word,neg,language_nsp,45.0,3.0,-1.5
2346,sentence-word,neg,language_nsp,49.5,3.0,-1.5
2347,sentence-word,neg,language_nsp,-39.0,6.0,-49.5
2348,sentence-word,neg,language_nsp,-45.0,-3.0,-49.5
2349,sentence-word,neg,language_nsp,-33.0,7.5,-49.5
2350,sentence-word,neg,language_nsp,-15.0,22.5,-4.5
2351,sentence-word,neg,language_nsp,-15.0,18.0,1.42108547152e-14
2352,sentence-word,neg,language_nsp,-27.0,-64.5,-21.0
2353,sentence-word,neg,language_nsp,-46.5,-12.0,-1.5
2354,sentence-word,neg,language_nsp,-45.0,-10.5,-6.0
2355,sentence-word,neg,language_nsp,43.5,51.0,7.5
2356,sentence-word,neg,language_nsp,45.0,48.0,6.0
2357,sentence-word,neg,language_nsp,39.0,-12.0,48.0
2358,sentence-word,neg,language_nsp,-36.0,-16.5,52.5
2359,sentence-word,neg,language_nsp,-36.0,-12.0,49.5
2360,sentence-word,neg,language_nsp,36.0,10.5,33.0
2361,sentence-word,neg,language_nsp,33.0,9.0,31.5
2362,sentence-word,neg,language_nsp,-48.0,-4.5,28.5
2363,sentence-word,neg,language_nsp,-36.0,-72.0,-36.0
2364,sentence-word,neg,language_nsp,-57.0,-30.0,34.5
2365,sentence-word,neg,language_nsp,-55.5,-33.0,31.5
2366,sentence-word,neg,language_nsp,-3.0,-10.5,1.42108547152e-14
2367,sentence-word,neg,language_nsp,57.0,-22.5,30.0
2368,sentence-word,neg,language_nsp,43.5,21.0,3.0
2369,sentence-word,neg,language_nsp,34.5,-78.0,27.0
2370,sentence-word,neg,language_nsp,57.0,-15.0,6.0
2371,sentence-word,neg,language_nsp,16.5,-24.0,72.0
2372,sentence-word,neg,language_nsp,12.0,-25.5,72.0
2373,sentence-word,neg,language_nsp,16.5,49.5,-24.0
2374,sentence-word,neg,language_nsp,22.5,30.0,40.5
2375,sentence-word,neg,language_nsp,52.5,-6.0,42.0
2376,sentence-word,neg,language_nsp,9.0,-66.0,25.5
2377,sentence-word,neg,language_nsp,34.5,33.0,1.42108547152e-14
2378,sentence-word,neg,language_nsp,-37.5,-49.5,-48.0
2379,sentence-word,neg,language_nsp,45.0,-43.5,-42.0
2380,sentence-word,neg,language_nsp,-48.0,-27.0,48.0
2381,sentence-word,neg,language_nsp,-49.5,-18.0,58.5
2382,sentence-word,neg,language_nsp,33.0,-43.5,-43.5
2383,sentence-word,neg,language_nsp,63.0,-39.0,33.0
2384,sentence-word,neg,language_nsp,37.5,-6.0,67.5
2385,sentence-word,neg,language_nsp,-28.5,21.0,13.5
2386,sentence-word,neg,language_nsp,-48.0,-30.0,58.5
2387,word-consonant_string,pos,language_nsp,-55.5,24.0,-4.5
2388,word-consonant_string,pos,language_nsp,-57.0,9.0,-7.5
2389,word-consonant_string,pos,language_nsp,-52.5,-46.5,3.0
2390,word-consonant_string,pos,language_nsp,-52.5,-12.0,-13.5
2391,word-consonant_string,pos,language_nsp,4.5,-64.5,12.0
2392,word-consonant_string,pos,language_nsp,13.5,-61.5,12.0
2393,word-consonant_string,pos,language_nsp,6.0,-70.5,19.5
2394,word-consonant_string,pos,language_nsp,-3.0,-61.5,6.0
2395,word-consonant_string,pos,language_nsp,31.5,-10.5,-7.5
2396,word-consonant_string,pos,language_nsp,-6.0,58.5,-9.0
2397,word-consonant_string,pos,language_nsp,25.5,6.0,-7.5
2398,word-consonant_string,pos,language_nsp,4.5,18.0,-7.5
2399,word-consonant_string,pos,language_nsp,-13.5,-37.5,72.0
2400,word-consonant_string,pos,language_nsp,-4.5,-21.0,63.0
2401,word-consonant_string,pos,language_nsp,-7.5,-19.5,60.0
2402,word-consonant_string,pos,language_nsp,-3.0,-22.5,55.5
2403,word-consonant_string,pos,language_nsp,60.0,-9.0,-16.5
2404,word-consonant_string,pos,language_nsp,57.0,-9.0,-12.0
2405,word-consonant_string,pos,language_nsp,54.0,-25.5,1.42108547152e-14
2406,word-consonant_string,pos,language_nsp,60.0,-4.5,-12.0
2407,word-consonant_string,pos,language_nsp,57.0,-13.5,9.0
2408,word-consonant_string,pos,language_nsp,48.0,-31.5,18.0
2409,word-consonant_string,pos,language_nsp,36.0,-21.0,15.0
2410,word-consonant_string,pos,language_nsp,46.5,-21.0,7.5
2411,word-consonant_string,pos,language_nsp,1.5,-94.5,3.0
2412,word-consonant_string,pos,language_nsp,3.0,-97.5,0.0
2413,word-consonant_string,pos,language_nsp,-3.0,-91.5,33.0
2414,word-consonant_string,pos,language_nsp,6.0,-99.0,16.5
2415,word-consonant_string,pos,language_nsp,24.0,-79.5,-45.0
2416,word-consonant_string,pos,language_nsp,21.0,-73.5,-43.5
2417,word-consonant_string,pos,language_nsp,27.0,-87.0,-37.5
2418,word-consonant_string,pos,language_nsp,16.5,-69.0,-31.5
2419,word-consonant_string,pos,language_nsp,36.0,-33.0,58.5
2420,word-consonant_string,pos,language_nsp,40.5,-33.0,63.0
2421,word-consonant_string,pos,language_nsp,48.0,-22.5,52.5
2422,word-consonant_string,pos,language_nsp,30.0,-33.0,55.5
2423,word-consonant_string,pos,language_nsp,-16.5,-82.5,-45.0
