,atlas,classifier,dataset,measure,scores
5321,kmeans,ridge,ABIDE,correlation,0.6497098
5322,kmeans,svc_l1,ABIDE,partial correlation,0.57289177
5323,kmeans,svc_l2,ABIDE,partial correlation,0.61599522
5324,kmeans,ridge,ABIDE,partial correlation,0.61633663
5325,kmeans,svc_l1,ABIDE,tangent,0.62751792
5326,kmeans,svc_l2,ABIDE,tangent,0.69528849
5327,kmeans,ridge,ABIDE,tangent,0.69375213
5328,kmeans,svc_l1,ABIDE,correlation,0.63545579
5329,kmeans,svc_l2,ABIDE,correlation,0.67275521
5330,kmeans,ridge,ABIDE,correlation,0.6663537
5331,kmeans,svc_l1,ABIDE,partial correlation,0.5470297
5332,kmeans,svc_l2,ABIDE,partial correlation,0.57417207
5333,kmeans,ridge,ABIDE,partial correlation,0.57502561
5334,kmeans,svc_l1,ABIDE,tangent,0.58919426
5335,kmeans,svc_l2,ABIDE,tangent,0.67343803
5336,kmeans,ridge,ABIDE,tangent,0.67215773
5337,kmeans,svc_l1,ABIDE,correlation,0.68735063
5338,kmeans,svc_l2,ABIDE,correlation,0.66558552
5339,kmeans,ridge,ABIDE,correlation,0.65884261
5340,kmeans,svc_l1,ABIDE,partial correlation,0.57826903
5341,kmeans,svc_l2,ABIDE,partial correlation,0.61266644
5342,kmeans,ridge,ABIDE,partial correlation,0.61480027
5343,kmeans,svc_l1,ABIDE,tangent,0.62692045
5344,kmeans,svc_l2,ABIDE,tangent,0.67036531
5345,kmeans,ridge,ABIDE,tangent,0.6700239
5346,kmeans,svc_l1,ABIDE,correlation,0.70706726
5347,kmeans,svc_l2,ABIDE,correlation,0.69255719
5348,kmeans,ridge,ABIDE,correlation,0.69366678
5349,kmeans,svc_l1,ABIDE,partial correlation,0.57169682
5350,kmeans,svc_l2,ABIDE,partial correlation,0.63246842
5351,kmeans,ridge,ABIDE,partial correlation,0.63246842
5352,kmeans,svc_l1,ABIDE,tangent,0.66054968
5353,kmeans,svc_l2,ABIDE,tangent,0.6813759
5354,kmeans,ridge,ABIDE,tangent,0.6800956
5355,kmeans,svc_l1,ABIDE,correlation,0.66225674
5356,kmeans,svc_l2,ABIDE,correlation,0.67164561
5357,kmeans,ridge,ABIDE,correlation,0.66259816
5358,kmeans,svc_l1,ABIDE,partial correlation,0.54335951
5359,kmeans,svc_l2,ABIDE,partial correlation,0.59465688
5360,kmeans,ridge,ABIDE,partial correlation,0.59431547
5361,kmeans,svc_l1,ABIDE,tangent,0.65064869
5362,kmeans,svc_l2,ABIDE,tangent,0.65372141
5363,kmeans,ridge,ABIDE,tangent,0.65397747
5364,kmeans,svc_l1,ABIDE,correlation,0.63758962
5365,kmeans,svc_l2,ABIDE,correlation,0.63272448
5366,kmeans,ridge,ABIDE,correlation,0.62777398
5367,kmeans,svc_l1,ABIDE,partial correlation,0.60839877
5368,kmeans,svc_l2,ABIDE,partial correlation,0.61710481
5369,kmeans,ridge,ABIDE,partial correlation,0.6204336
5370,kmeans,svc_l1,ABIDE,tangent,0.62196996
5371,kmeans,svc_l2,ABIDE,tangent,0.65150222
5372,kmeans,ridge,ABIDE,tangent,0.65064869
5373,kmeans,svc_l1,ABIDE,correlation,0.63673609
5374,kmeans,svc_l2,ABIDE,correlation,0.67232844
5375,kmeans,ridge,ABIDE,correlation,0.65790372
5376,kmeans,svc_l1,ABIDE,partial correlation,0.59457153
5377,kmeans,svc_l2,ABIDE,partial correlation,0.64988051
5378,kmeans,ridge,ABIDE,partial correlation,0.65158757
5379,kmeans,svc_l1,ABIDE,tangent,0.66601229
5380,kmeans,svc_l2,ABIDE,tangent,0.69452031
5381,kmeans,ridge,ABIDE,tangent,0.69452031
5382,kmeans,svc_l1,ABIDE,correlation,0.6180437
5383,kmeans,svc_l2,ABIDE,correlation,0.66396381
5384,kmeans,ridge,ABIDE,correlation,0.6573916
5385,kmeans,svc_l1,ABIDE,partial correlation,0.62581086
5386,kmeans,svc_l2,ABIDE,partial correlation,0.62009218
5387,kmeans,ridge,ABIDE,partial correlation,0.62111642
5388,kmeans,svc_l1,ABIDE,tangent,0.65576989
5389,kmeans,svc_l2,ABIDE,tangent,0.68914305
5390,kmeans,ridge,ABIDE,tangent,0.68658245
5391,kmeans,svc_l1,ABIDE,correlation,0.66917037
5392,kmeans,svc_l2,ABIDE,correlation,0.62965176
5393,kmeans,ridge,ABIDE,correlation,0.61445886
5394,kmeans,svc_l1,ABIDE,partial correlation,0.61002048
5395,kmeans,svc_l2,ABIDE,partial correlation,0.62009218
5396,kmeans,ridge,ABIDE,partial correlation,0.62086036
5397,kmeans,svc_l1,ABIDE,tangent,0.59098668
5398,kmeans,svc_l2,ABIDE,tangent,0.63545579
5399,kmeans,ridge,ABIDE,tangent,0.63255377
5400,ward,svc_l1,ABIDE,correlation,0.63528508
5401,ward,svc_l2,ABIDE,correlation,0.66311028
5402,ward,ridge,ABIDE,correlation,0.65141687
5403,ward,svc_l1,ABIDE,partial correlation,0.57067258
5404,ward,svc_l2,ABIDE,partial correlation,0.60942301
5405,ward,ridge,ABIDE,partial correlation,0.61044725
5406,ward,svc_l1,ABIDE,tangent,0.65124616
5407,ward,svc_l2,ABIDE,tangent,0.66430522
5408,ward,ridge,ABIDE,tangent,0.66148856
5409,ward,svc_l1,ABIDE,correlation,0.59354729
5410,ward,svc_l2,ABIDE,correlation,0.6460396
5411,ward,ridge,ABIDE,correlation,0.63869921
5412,ward,svc_l1,ABIDE,partial correlation,0.57220895
5413,ward,svc_l2,ABIDE,partial correlation,0.59294981
5414,ward,ridge,ABIDE,partial correlation,0.59337658
5415,ward,svc_l1,ABIDE,tangent,0.61710481
5416,ward,svc_l2,ABIDE,tangent,0.6713042
5417,ward,ridge,ABIDE,tangent,0.67036531
5418,ward,svc_l1,ABIDE,correlation,0.61121543
5419,ward,svc_l2,ABIDE,correlation,0.64885626
5420,ward,ridge,ABIDE,correlation,0.63929669
5421,ward,svc_l1,ABIDE,partial correlation,0.60011949
5422,ward,svc_l2,ABIDE,partial correlation,0.68717992
5423,ward,ridge,ABIDE,partial correlation,0.68888699
5424,ward,svc_l1,ABIDE,tangent,0.68001024
5425,ward,svc_l2,ABIDE,tangent,0.74982929
5426,ward,ridge,ABIDE,tangent,0.74701263
5427,ward,svc_l1,ABIDE,correlation,0.59704677
5428,ward,svc_l2,ABIDE,correlation,0.6092523
5429,ward,ridge,ABIDE,correlation,0.60327757
5430,ward,svc_l1,ABIDE,partial correlation,0.61198361
5431,ward,svc_l2,ABIDE,partial correlation,0.62359167
5432,ward,ridge,ABIDE,partial correlation,0.62410379
5433,ward,svc_l1,ABIDE,tangent,0.69597132
5434,ward,svc_l2,ABIDE,tangent,0.68146125
5435,ward,ridge,ABIDE,tangent,0.68205872
5436,ward,svc_l1,ABIDE,correlation,0.65926938
5437,ward,svc_l2,ABIDE,correlation,0.65619665
5438,ward,ridge,ABIDE,correlation,0.6535507
5439,ward,svc_l1,ABIDE,partial correlation,0.60037555
5440,ward,svc_l2,ABIDE,partial correlation,0.66908501
5441,ward,ridge,ABIDE,partial correlation,0.67045067
5442,ward,svc_l1,ABIDE,tangent,0.63434619
5443,ward,svc_l2,ABIDE,tangent,0.68965517
5444,ward,ridge,ABIDE,tangent,0.68939911
5445,ward,svc_l1,ABIDE,correlation,0.61642199
5446,ward,svc_l2,ABIDE,correlation,0.67676681
5447,ward,ridge,ABIDE,correlation,0.65773301
5448,ward,svc_l1,ABIDE,partial correlation,0.57024582
5449,ward,svc_l2,ABIDE,partial correlation,0.61181291
5450,ward,ridge,ABIDE,partial correlation,0.61113008
5451,ward,svc_l1,ABIDE,tangent,0.55872311
5452,ward,svc_l2,ABIDE,tangent,0.66584158
5453,ward,ridge,ABIDE,tangent,0.66404916
5454,ward,svc_l1,ABIDE,correlation,0.6255548
5455,ward,svc_l2,ABIDE,correlation,0.61864117
5456,ward,ridge,ABIDE,correlation,0.6052407
5457,ward,svc_l1,ABIDE,partial correlation,0.55462615
5458,ward,svc_l2,ABIDE,partial correlation,0.6255548
5459,ward,ridge,ABIDE,partial correlation,0.62657904
5460,ward,svc_l1,ABIDE,tangent,0.57041652
5461,ward,svc_l2,ABIDE,tangent,0.64885626
5462,ward,ridge,ABIDE,tangent,0.64766132
5463,ward,svc_l1,ABIDE,correlation,0.62239672
5464,ward,svc_l2,ABIDE,correlation,0.6497098
5465,ward,ridge,ABIDE,correlation,0.63306589
5466,ward,svc_l1,ABIDE,partial correlation,0.5812564
5467,ward,svc_l2,ABIDE,partial correlation,0.60592352
5468,ward,ridge,ABIDE,partial correlation,0.60626494
5469,ward,svc_l1,ABIDE,tangent,0.57852509
5470,ward,svc_l2,ABIDE,tangent,0.66396381
5471,ward,ridge,ABIDE,tangent,0.66208604
5472,ward,svc_l1,ABIDE,correlation,0.60882554
5473,ward,svc_l2,ABIDE,correlation,0.66720724
5474,ward,ridge,ABIDE,correlation,0.66225674
5475,ward,svc_l1,ABIDE,partial correlation,0.64390577
5476,ward,svc_l2,ABIDE,partial correlation,0.67582793
5477,ward,ridge,ABIDE,partial correlation,0.67480369
5478,ward,svc_l1,ABIDE,tangent,0.65517241
5479,ward,svc_l2,ABIDE,tangent,0.70757938
5480,ward,ridge,ABIDE,tangent,0.70732332
5481,ward,svc_l1,ABIDE,correlation,0.63750427
5482,ward,svc_l2,ABIDE,correlation,0.66174462
5483,ward,ridge,ABIDE,correlation,0.65039263
5484,ward,svc_l1,ABIDE,partial correlation,0.60856948
5485,ward,svc_l2,ABIDE,partial correlation,0.6674633
5486,ward,ridge,ABIDE,partial correlation,0.66831683
5487,ward,svc_l1,ABIDE,tangent,0.64979515
5488,ward,svc_l2,ABIDE,tangent,0.68931376
5489,ward,ridge,ABIDE,tangent,0.690338
5490,ward,svc_l1,ABIDE,correlation,0.52697166
5491,ward,svc_l2,ABIDE,correlation,0.57707409
5492,ward,ridge,ABIDE,correlation,0.57314783
5493,ward,svc_l1,ABIDE,partial correlation,0.55104131
5494,ward,svc_l2,ABIDE,partial correlation,0.60489928
5495,ward,ridge,ABIDE,partial correlation,0.60643564
5496,ward,svc_l1,ABIDE,tangent,0.63605326
5497,ward,svc_l2,ABIDE,tangent,0.61693411
5498,ward,ridge,ABIDE,tangent,0.61855582
5499,ward,svc_l1,ABIDE,correlation,0.67019461
5500,ward,svc_l2,ABIDE,correlation,0.67147491
5501,ward,ridge,ABIDE,correlation,0.65653807
5502,ward,svc_l1,ABIDE,partial correlation,0.61966541
5503,ward,svc_l2,ABIDE,partial correlation,0.67616934
5504,ward,ridge,ABIDE,partial correlation,0.67762035
5505,ward,svc_l1,ABIDE,tangent,0.642028
5506,ward,svc_l2,ABIDE,tangent,0.71841926
5507,ward,ridge,ABIDE,tangent,0.71398088
5508,ward,svc_l1,ABIDE,correlation,0.61940935
5509,ward,svc_l2,ABIDE,correlation,0.61113008
5510,ward,ridge,ABIDE,correlation,0.58449983
5511,ward,svc_l1,ABIDE,partial correlation,0.64988051
5512,ward,svc_l2,ABIDE,partial correlation,0.6460396
5513,ward,ridge,ABIDE,partial correlation,0.64501536
5514,ward,svc_l1,ABIDE,tangent,0.62589621
5515,ward,svc_l2,ABIDE,tangent,0.67429157
5516,ward,ridge,ABIDE,tangent,0.6751451
5517,ward,svc_l1,ABIDE,correlation,0.6218846
5518,ward,svc_l2,ABIDE,correlation,0.64356436
5519,ward,ridge,ABIDE,correlation,0.6421987
5520,ward,svc_l1,ABIDE,partial correlation,0.56691704
5521,ward,svc_l2,ABIDE,partial correlation,0.63409013
5522,ward,ridge,ABIDE,partial correlation,0.63417549
5523,ward,svc_l1,ABIDE,tangent,0.58373165
5524,ward,svc_l2,ABIDE,tangent,0.67173097
5525,ward,ridge,ABIDE,tangent,0.67301127
5526,ward,svc_l1,ABIDE,correlation,0.59141345
5527,ward,svc_l2,ABIDE,correlation,0.65850119
5528,ward,ridge,ABIDE,correlation,0.65534312
5529,ward,svc_l1,ABIDE,partial correlation,0.58526801
5530,ward,svc_l2,ABIDE,partial correlation,0.60378969
5531,ward,ridge,ABIDE,partial correlation,0.60635029
5532,ward,svc_l1,ABIDE,tangent,0.63315125
5533,ward,svc_l2,ABIDE,tangent,0.69998293
5534,ward,ridge,ABIDE,tangent,0.70049505
5535,ward,svc_l1,ABIDE,correlation,0.61232503
5536,ward,svc_l2,ABIDE,correlation,0.65935473
5537,ward,ridge,ABIDE,correlation,0.65850119
5538,ward,svc_l1,ABIDE,partial correlation,0.64749061
5539,ward,svc_l2,ABIDE,partial correlation,0.66942643
5540,ward,ridge,ABIDE,partial correlation,0.67062137
5541,ward,svc_l1,ABIDE,tangent,0.69648344
5542,ward,svc_l2,ABIDE,tangent,0.71773643
5543,ward,ridge,ABIDE,tangent,0.7168829
5544,ward,svc_l1,ABIDE,correlation,0.68948447
5545,ward,svc_l2,ABIDE,correlation,0.74624445
5546,ward,ridge,ABIDE,correlation,0.73045408
5547,ward,svc_l1,ABIDE,partial correlation,0.59798566
5548,ward,svc_l2,ABIDE,partial correlation,0.71910208
5549,ward,ridge,ABIDE,partial correlation,0.71841926
5550,ward,svc_l1,ABIDE,tangent,0.69110618
5551,ward,svc_l2,ABIDE,tangent,0.74650051
5552,ward,ridge,ABIDE,tangent,0.74470809
5553,ward,svc_l1,ABIDE,correlation,0.65278252
5554,ward,svc_l2,ABIDE,correlation,0.66131786
5555,ward,ridge,ABIDE,correlation,0.65525777
5556,ward,svc_l1,ABIDE,partial correlation,0.50332878
5557,ward,svc_l2,ABIDE,partial correlation,0.61258109
5558,ward,ridge,ABIDE,partial correlation,0.61300785
5559,ward,svc_l1,ABIDE,tangent,0.61215432
5560,ward,svc_l2,ABIDE,tangent,0.69486173
5561,ward,ridge,ABIDE,tangent,0.69861728
5562,ward,svc_l1,ABIDE,correlation,0.56060089
5563,ward,svc_l2,ABIDE,correlation,0.62393308
5564,ward,ridge,ABIDE,correlation,0.61198361
5565,ward,svc_l1,ABIDE,partial correlation,0.55872311
5566,ward,svc_l2,ABIDE,partial correlation,0.5722943
5567,ward,ridge,ABIDE,partial correlation,0.5735746
5568,ward,svc_l1,ABIDE,tangent,0.55129737
5569,ward,svc_l2,ABIDE,tangent,0.6217139
5570,ward,ridge,ABIDE,tangent,0.61983612
5571,ward,svc_l1,ABIDE,correlation,0.65252646
5572,ward,svc_l2,ABIDE,correlation,0.66421987
5573,ward,ridge,ABIDE,correlation,0.65508706
5574,ward,svc_l1,ABIDE,partial correlation,0.56358826
5575,ward,svc_l2,ABIDE,partial correlation,0.62538409
5576,ward,ridge,ABIDE,partial correlation,0.62546944
5577,ward,svc_l1,ABIDE,tangent,0.68589962
5578,ward,svc_l2,ABIDE,tangent,0.69059406
5579,ward,ridge,ABIDE,tangent,0.68760669
5580,ward,svc_l1,ABIDE,correlation,0.67198703
5581,ward,svc_l2,ABIDE,correlation,0.65209969
5582,ward,ridge,ABIDE,correlation,0.63537043
5583,ward,svc_l1,ABIDE,partial correlation,0.57826903
5584,ward,svc_l2,ABIDE,partial correlation,0.62743257
5585,ward,ridge,ABIDE,partial correlation,0.62871287
5586,ward,svc_l1,ABIDE,tangent,0.68470468
5587,ward,svc_l2,ABIDE,tangent,0.69127689
5588,ward,ridge,ABIDE,tangent,0.69093547
5589,ward,svc_l1,ABIDE,correlation,0.64015022
5590,ward,svc_l2,ABIDE,correlation,0.65645271
5591,ward,ridge,ABIDE,correlation,0.63255377
5592,ward,svc_l1,ABIDE,partial correlation,0.54933424
5593,ward,svc_l2,ABIDE,partial correlation,0.60899624
5594,ward,ridge,ABIDE,partial correlation,0.60942301
5595,ward,svc_l1,ABIDE,tangent,0.63588255
5596,ward,svc_l2,ABIDE,tangent,0.65423353
5597,ward,ridge,ABIDE,tangent,0.65312393
5598,ward,svc_l1,ABIDE,correlation,0.65269717
5599,ward,svc_l2,ABIDE,correlation,0.6229942
5600,ward,ridge,ABIDE,correlation,0.61241038
5601,ward,svc_l1,ABIDE,partial correlation,0.57724479
5602,ward,svc_l2,ABIDE,partial correlation,0.57178218
5603,ward,ridge,ABIDE,partial correlation,0.57323319
5604,ward,svc_l1,ABIDE,tangent,0.63912598
5605,ward,svc_l2,ABIDE,tangent,0.67830318
5606,ward,ridge,ABIDE,tangent,0.67804712
5607,ward,svc_l1,ABIDE,correlation,0.57707409
5608,ward,svc_l2,ABIDE,correlation,0.61650734
5609,ward,ridge,ABIDE,correlation,0.61582451
5610,ward,svc_l1,ABIDE,partial correlation,0.63997952
5611,ward,svc_l2,ABIDE,partial correlation,0.63050529
5612,ward,ridge,ABIDE,partial correlation,0.63093206
5613,ward,svc_l1,ABIDE,tangent,0.64305224
5614,ward,svc_l2,ABIDE,tangent,0.70177535
5615,ward,ridge,ABIDE,tangent,0.70143394
5616,ward,svc_l1,ABIDE,correlation,0.61113008
5617,ward,svc_l2,ABIDE,correlation,0.60481393
5618,ward,ridge,ABIDE,correlation,0.5964493
5619,ward,svc_l1,ABIDE,partial correlation,0.60583817
5620,ward,svc_l2,ABIDE,partial correlation,0.62453056
5621,ward,ridge,ABIDE,partial correlation,0.62666439
5622,ward,svc_l1,ABIDE,tangent,0.63280983
5623,ward,svc_l2,ABIDE,tangent,0.67301127
5624,ward,ridge,ABIDE,tangent,0.6700239
5625,ward,svc_l1,ABIDE,correlation,0.63494367
5626,ward,svc_l2,ABIDE,correlation,0.6535507
5627,ward,ridge,ABIDE,correlation,0.64877091
5628,ward,svc_l1,ABIDE,partial correlation,0.53175145
5629,ward,svc_l2,ABIDE,partial correlation,0.63349266
5630,ward,ridge,ABIDE,partial correlation,0.63374872
5631,ward,svc_l1,ABIDE,tangent,0.59226699
5632,ward,svc_l2,ABIDE,tangent,0.66720724
5633,ward,ridge,ABIDE,tangent,0.6663537
5634,ward,svc_l1,ABIDE,correlation,0.61087402
5635,ward,svc_l2,ABIDE,correlation,0.63144418
5636,ward,ridge,ABIDE,correlation,0.61992147
5637,ward,svc_l1,ABIDE,partial correlation,0.57494025
5638,ward,svc_l2,ABIDE,partial correlation,0.65030727
5639,ward,ridge,ABIDE,partial correlation,0.65192899
5640,ward,svc_l1,ABIDE,tangent,0.67557187
5641,ward,svc_l2,ABIDE,tangent,0.72362581
5642,ward,ridge,ABIDE,tangent,0.72055309
5643,ward,svc_l1,ABIDE,correlation,0.65551383
5644,ward,svc_l2,ABIDE,correlation,0.7196142
5645,ward,ridge,ABIDE,correlation,0.71039604
5646,ward,svc_l1,ABIDE,partial correlation,0.62495732
5647,ward,svc_l2,ABIDE,partial correlation,0.71159099
5648,ward,ridge,ABIDE,partial correlation,0.71363947
5649,ward,svc_l1,ABIDE,tangent,0.6092523
5650,ward,svc_l2,ABIDE,tangent,0.71730966
5651,ward,ridge,ABIDE,tangent,0.71884602
5652,ward,svc_l1,ABIDE,correlation,0.61693411
5653,ward,svc_l2,ABIDE,correlation,0.67548651
5654,ward,ridge,ABIDE,correlation,0.65602595
5655,ward,svc_l1,ABIDE,partial correlation,0.54096961
5656,ward,svc_l2,ABIDE,partial correlation,0.6293957
5657,ward,ridge,ABIDE,partial correlation,0.63084671
5658,ward,svc_l1,ABIDE,tangent,0.60933766
5659,ward,svc_l2,ABIDE,tangent,0.68828952
5660,ward,ridge,ABIDE,tangent,0.68700922
5661,ward,svc_l1,ABIDE,correlation,0.6433083
5662,ward,svc_l2,ABIDE,correlation,0.67821782
5663,ward,ridge,ABIDE,correlation,0.67463298
5664,ward,svc_l1,ABIDE,partial correlation,0.64484466
5665,ward,svc_l2,ABIDE,partial correlation,0.63519973
5666,ward,ridge,ABIDE,partial correlation,0.63554114
5667,ward,svc_l1,ABIDE,tangent,0.68316832
5668,ward,svc_l2,ABIDE,tangent,0.72652783
5669,ward,ridge,ABIDE,tangent,0.72558894
5670,ward,svc_l1,ABIDE,correlation,0.59627859
5671,ward,svc_l2,ABIDE,correlation,0.62504268
5672,ward,ridge,ABIDE,correlation,0.61300785
5673,ward,svc_l1,ABIDE,partial correlation,0.55778423
5674,ward,svc_l2,ABIDE,partial correlation,0.57519631
5675,ward,ridge,ABIDE,partial correlation,0.57639126
5676,ward,svc_l1,ABIDE,tangent,0.58151246
5677,ward,svc_l2,ABIDE,tangent,0.63417549
5678,ward,ridge,ABIDE,tangent,0.63084671
5679,ward,svc_l1,ABIDE,correlation,0.6852168
5680,ward,svc_l2,ABIDE,correlation,0.71415159
5681,ward,ridge,ABIDE,correlation,0.70885968
5682,ward,svc_l1,ABIDE,partial correlation,0.60763059
5683,ward,svc_l2,ABIDE,partial correlation,0.64740526
5684,ward,ridge,ABIDE,partial correlation,0.6473199
5685,ward,svc_l1,ABIDE,tangent,0.69520314
5686,ward,svc_l2,ABIDE,tangent,0.70979857
5687,ward,ridge,ABIDE,tangent,0.71056675
5688,ward,svc_l1,ABIDE,correlation,0.62026289
5689,ward,svc_l2,ABIDE,correlation,0.64236941
5690,ward,ridge,ABIDE,correlation,0.64407648
5691,ward,svc_l1,ABIDE,partial correlation,0.47883237
5692,ward,svc_l2,ABIDE,partial correlation,0.58953568
5693,ward,ridge,ABIDE,partial correlation,0.59081598
5694,ward,svc_l1,ABIDE,tangent,0.56683168
5695,ward,svc_l2,ABIDE,tangent,0.64749061
5696,ward,ridge,ABIDE,tangent,0.64749061
5697,ward,svc_l1,ABIDE,correlation,0.65944008
5698,ward,svc_l2,ABIDE,correlation,0.66131786
5699,ward,ridge,ABIDE,correlation,0.64194264
5700,ward,svc_l1,ABIDE,partial correlation,0.58979174
5701,ward,svc_l2,ABIDE,partial correlation,0.60788665
5702,ward,ridge,ABIDE,partial correlation,0.60771594
5703,ward,svc_l1,ABIDE,tangent,0.61411745
5704,ward,svc_l2,ABIDE,tangent,0.68325367
5705,ward,ridge,ABIDE,tangent,0.68419256
5706,ward,svc_l1,ABIDE,correlation,0.61667805
5707,ward,svc_l2,ABIDE,correlation,0.64544213
5708,ward,ridge,ABIDE,correlation,0.63886992
5709,ward,svc_l1,ABIDE,partial correlation,0.61514169
5710,ward,svc_l2,ABIDE,partial correlation,0.62896893
5711,ward,ridge,ABIDE,partial correlation,0.62965176
5712,ward,svc_l1,ABIDE,tangent,0.60805736
5713,ward,svc_l2,ABIDE,tangent,0.70604302
5714,ward,ridge,ABIDE,tangent,0.70271424
5715,ward,svc_l1,ABIDE,correlation,0.64740526
5716,ward,svc_l2,ABIDE,correlation,0.68385114
5717,ward,ridge,ABIDE,correlation,0.66797542
5718,ward,svc_l1,ABIDE,partial correlation,0.56905087
5719,ward,svc_l2,ABIDE,partial correlation,0.64527142
5720,ward,ridge,ABIDE,partial correlation,0.64672243
5721,ward,svc_l1,ABIDE,tangent,0.64040628
5722,ward,svc_l2,ABIDE,tangent,0.68811881
5723,ward,ridge,ABIDE,tangent,0.68752134
5724,ward,svc_l1,ABIDE,correlation,0.64441789
5725,ward,svc_l2,ABIDE,correlation,0.6800956
5726,ward,ridge,ABIDE,correlation,0.67710823
5727,ward,svc_l1,ABIDE,partial correlation,0.59662001
5728,ward,svc_l2,ABIDE,partial correlation,0.66456128
5729,ward,ridge,ABIDE,partial correlation,0.66532946
5730,ward,svc_l1,ABIDE,tangent,0.62777398
5731,ward,svc_l2,ABIDE,tangent,0.70646978
5732,ward,ridge,ABIDE,tangent,0.70373848
5733,ward,svc_l1,ABIDE,correlation,0.56427108
5734,ward,svc_l2,ABIDE,correlation,0.65030727
5735,ward,ridge,ABIDE,correlation,0.6370775
5736,ward,svc_l1,ABIDE,partial correlation,0.54335951
5737,ward,svc_l2,ABIDE,partial correlation,0.6497098
5738,ward,ridge,ABIDE,partial correlation,0.65184363
5739,ward,svc_l1,ABIDE,tangent,0.61710481
5740,ward,svc_l2,ABIDE,tangent,0.70672584
5741,ward,ridge,ABIDE,tangent,0.70638443
5742,ward,svc_l1,ABIDE,correlation,0.63741891
5743,ward,svc_l2,ABIDE,correlation,0.60993513
5744,ward,ridge,ABIDE,correlation,0.58842608
5745,ward,svc_l1,ABIDE,partial correlation,0.57408672
5746,ward,svc_l2,ABIDE,partial correlation,0.58603619
5747,ward,ridge,ABIDE,partial correlation,0.58629225
5748,ward,svc_l1,ABIDE,tangent,0.58535336
5749,ward,svc_l2,ABIDE,tangent,0.63409013
5750,ward,ridge,ABIDE,tangent,0.63289519
5751,ward,svc_l1,ABIDE,correlation,0.63349266
5752,ward,svc_l2,ABIDE,correlation,0.6597815
5753,ward,ridge,ABIDE,correlation,0.65466029
5754,ward,svc_l1,ABIDE,partial correlation,0.56418573
5755,ward,svc_l2,ABIDE,partial correlation,0.64561284
5756,ward,ridge,ABIDE,partial correlation,0.64510072
5757,ward,svc_l1,ABIDE,tangent,0.66003756
5758,ward,svc_l2,ABIDE,tangent,0.69648344
5759,ward,ridge,ABIDE,tangent,0.69665415
5760,ward,svc_l1,ABIDE,correlation,0.63554114
5761,ward,svc_l2,ABIDE,correlation,0.70023899
5762,ward,ridge,ABIDE,correlation,0.69989758
5763,ward,svc_l1,ABIDE,partial correlation,0.59465688
5764,ward,svc_l2,ABIDE,partial correlation,0.63690679
5765,ward,ridge,ABIDE,partial correlation,0.6383578
5766,ward,svc_l1,ABIDE,tangent,0.68188802
5767,ward,svc_l2,ABIDE,tangent,0.68214408
5768,ward,ridge,ABIDE,tangent,0.68376579
5769,ward,svc_l1,ABIDE,correlation,0.62871287
5770,ward,svc_l2,ABIDE,correlation,0.6700239
5771,ward,ridge,ABIDE,correlation,0.65329464
5772,ward,svc_l1,ABIDE,partial correlation,0.62546944
5773,ward,svc_l2,ABIDE,partial correlation,0.63886992
5774,ward,ridge,ABIDE,partial correlation,0.63972346
5775,ward,svc_l1,ABIDE,tangent,0.63997952
5776,ward,svc_l2,ABIDE,tangent,0.69315466
5777,ward,ridge,ABIDE,tangent,0.69170365
5778,ward,svc_l1,ABIDE,correlation,0.61027654
5779,ward,svc_l2,ABIDE,correlation,0.65107545
5780,ward,ridge,ABIDE,correlation,0.63852851
5781,ward,svc_l1,ABIDE,partial correlation,0.59593718
5782,ward,svc_l2,ABIDE,partial correlation,0.56546603
5783,ward,ridge,ABIDE,partial correlation,0.56913622
5784,ward,svc_l1,ABIDE,tangent,0.58176852
5785,ward,svc_l2,ABIDE,tangent,0.64125982
5786,ward,ridge,ABIDE,tangent,0.64211335
5787,ward,svc_l1,ABIDE,correlation,0.6167634
5788,ward,svc_l2,ABIDE,correlation,0.66353704
5789,ward,ridge,ABIDE,correlation,0.66328098
5790,ward,svc_l1,ABIDE,partial correlation,0.57306248
5791,ward,svc_l2,ABIDE,partial correlation,0.64894162
5792,ward,ridge,ABIDE,partial correlation,0.64936839
5793,ward,svc_l1,ABIDE,tangent,0.6217139
5794,ward,svc_l2,ABIDE,tangent,0.67804712
5795,ward,ridge,ABIDE,tangent,0.67796176
5796,ward,svc_l1,ABIDE,correlation,0.64774667
5797,ward,svc_l2,ABIDE,correlation,0.64800273
5798,ward,ridge,ABIDE,correlation,0.63554114
5799,ward,svc_l1,ABIDE,partial correlation,0.5735746
5800,ward,svc_l2,ABIDE,partial correlation,0.61334927
5801,ward,ridge,ABIDE,partial correlation,0.61556845
5802,ward,svc_l1,ABIDE,tangent,0.65013657
5803,ward,svc_l2,ABIDE,tangent,0.68257084
5804,ward,ridge,ABIDE,tangent,0.68461932
5805,ward,svc_l1,ABIDE,correlation,0.69059406
5806,ward,svc_l2,ABIDE,correlation,0.71560259
5807,ward,ridge,ABIDE,correlation,0.70766473
5808,ward,svc_l1,ABIDE,partial correlation,0.5990099
5809,ward,svc_l2,ABIDE,partial correlation,0.61710481
5810,ward,ridge,ABIDE,partial correlation,0.61812905
5811,ward,svc_l1,ABIDE,tangent,0.69255719
5812,ward,svc_l2,ABIDE,tangent,0.71969956
5813,ward,ridge,ABIDE,tangent,0.7194435
